dataset_id	gsm_id	predicted_subtype	confidence_tier	assignment_margin	x_score	y_score	primary_axis_subtype	secondary_axis_subtype	primary_axis_score	secondary_axis_score
GSE84437	GSM2235843	MSS/TP53+	low	0.0288534	0.0172704	-0.0288534	MSS/TP53+	MSS/TP53-	0.0695758	0.0407224
GSE84437	GSM2235844	MSI	high	0.2409	-0.50598	-0.0353747	MSI	MSS/TP53+	0.27412	0.0332197
GSE84437	GSM2235845	MSI	low	0.0690416	-0.169501	-0.0189905	MSI	MSS/TP53+	0.0889828	0.0199413
GSE84437	GSM2235846	MSS/TP53+	low	0.0297949	-0.0115358	-0.029795	MSS/TP53+	MSS/TP53-	0.180153	0.150358
GSE84437	GSM2235847	MSI	medium	0.133017	-0.133017	-0.221603	MSI	EMT	0.153959	0.0209419
GSE84437	GSM2235848	EMT	high	0.819327	0.819328	-0.010978	EMT	MSI	0.540919	-0.278409
GSE84437	GSM2235849	EMT	medium	0.159692	0.174789	-0.0055164	EMT	MSS/TP53+	0.110278	-0.0494138
GSE84437	GSM2235850	EMT	low	0.0142239	0.327897	-0.218491	EMT	MSS/TP53+	0.144833	0.130609
GSE84437	GSM2235851	MSS/TP53+	low	0.0124522	-0.321613	-0.012452	MSS/TP53+	MSS/TP53-	0.1915	0.179048
GSE84437	GSM2235852	EMT	high	0.241442	0.420286	-0.179839	EMT	MSS/TP53+	0.248445	0.00700351
GSE84437	GSM2235853	MSI	low	0.000471949	-0.236499	-0.128866	MSI	MSS/TP53+	0.110709	0.110237
GSE84437	GSM2235854	MSS/TP53+	low	0.0457334	-0.0454945	-0.0457334	MSS/TP53+	MSS/TP53-	0.0718178	0.0260844
GSE84437	GSM2235855	EMT	low	0.0388773	0.170908	-0.352236	EMT	MSS/TP53+	0.141902	0.103024
GSE84437	GSM2235862	MSI	medium	0.125749	-0.275043	-0.14521	MSI	MSS/TP53+	0.175732	0.049983
GSE84437	GSM2235863	EMT	high	0.312011	0.426527	0.0398882	EMT	MSS/TP53-	0.242443	-0.0695678
GSE84437	GSM2235864	MSS/TP53+	low	0.0258162	-0.0302063	-0.025816	MSS/TP53+	MSS/TP53-	0.143646	0.11783
GSE84437	GSM2235865	MSS/TP53-	medium	0.105552	-0.300627	0.105551	MSS/TP53-	MSS/TP53+	0.236401	0.13085
GSE84437	GSM2235866	MSI	low	0.00639805	-0.0063981	-0.0996682	MSI	EMT	0.0585803	0.0521822
GSE84437	GSM2235867	MSI	high	0.211563	-0.267524	-0.238909	MSI	MSS/TP53+	0.227442	0.0158785
GSE84437	GSM2235878	MSS/TP53-	medium	0.0996834	-0.108268	0.099684	MSS/TP53-	MSS/TP53+	0.211808	0.112124
GSE84437	GSM2235879	EMT	low	0.0506327	0.0506331	-9.5e-05	EMT	MSI	0.11675	0.0661169
GSE84437	GSM2235880	MSS/TP53+	medium	0.18302	0.0097854	-0.203396	MSS/TP53+	EMT	0.161833	-0.0211869
GSE84437	GSM2235881	MSS/TP53+	medium	0.109933	-0.212537	-0.109933	MSS/TP53+	MSS/TP53-	0.236713	0.12678
GSE84437	GSM2235882	MSS/TP53+	medium	0.102039	0.161372	-0.148097	MSS/TP53+	EMT	0.140725	0.0386863
GSE84437	GSM2235883	EMT	medium	0.095279	0.211527	-0.082595	EMT	MSS/TP53+	0.113168	0.0178894
GSE84437	GSM2235884	EMT	high	0.396424	0.603945	-0.208918	EMT	MSS/TP53+	0.364711	-0.0317134
GSE84437	GSM2235885	MSI	medium	0.0936107	-0.093611	-0.182486	MSI	EMT	0.19294	0.099329
GSE84437	GSM2235886	MSI	medium	0.084921	-0.151697	0.108897	MSI	MSS/TP53-	0.101598	0.0166774
GSE84437	GSM2235887	MSS/TP53-	high	0.225832	-0.0149942	0.225832	MSS/TP53-	MSS/TP53+	0.18378	-0.0420518
GSE84437	GSM2235888	MSS/TP53+	medium	0.124036	0.0166418	-0.124036	MSS/TP53+	MSS/TP53-	0.24306	0.119024
GSE84437	GSM2235889	MSS/TP53-	medium	0.0774281	-0.042674	0.077428	MSS/TP53-	MSS/TP53+	0.184345	0.106917
GSE84437	GSM2235899	MSS/TP53+	low	0.0510493	0.0729806	-0.0510492	MSS/TP53+	MSS/TP53-	0.0646079	0.0135587
GSE84437	GSM2235900	MSS/TP53+	medium	0.106305	-0.1254	-0.274726	MSS/TP53+	MSI	0.171172	0.0648673
GSE84437	GSM2235901	MSS/TP53-	high	0.202039	0.0310107	0.202039	MSS/TP53-	MSS/TP53+	0.18659	-0.0154488
GSE84437	GSM2235902	EMT	high	0.832171	0.832171	-0.00698	EMT	MSI	0.556797	-0.275374
GSE84437	GSM2235903	MSS/TP53-	medium	0.152064	-0.154756	0.178524	MSS/TP53-	MSI	0.17462	0.0225561
GSE84437	GSM2235904	MSS/TP53-	medium	0.110882	0.0985573	0.147806	MSS/TP53-	EMT	0.118275	0.00739371
GSE84437	GSM2235905	EMT	high	0.443686	0.468593	-0.208757	EMT	MSS/TP53+	0.345838	-0.0978474
GSE84437	GSM2235906	MSS/TP53-	low	0.0072976	-0.511719	0.112557	MSS/TP53-	MSI	0.197614	0.190316
GSE84437	GSM2235907	MSI	high	0.42759	-0.533518	-0.0660669	MSI	MSS/TP53+	0.362203	-0.0653871
GSE84437	GSM2235908	EMT	low	0.0115667	0.208543	0.0663445	EMT	MSS/TP53-	0.0717345	0.0601678
GSE84437	GSM2235909	MSS/TP53-	medium	0.15552	-0.201863	0.155521	MSS/TP53-	MSS/TP53+	0.212771	0.0572504
GSE84437	GSM2235910	MSI	low	0.0548409	-0.0548404	-0.163384	MSI	EMT	0.124015	0.0691746
GSE84437	GSM2235921	MSS/TP53-	high	0.341458	-0.278574	0.360442	MSS/TP53-	MSI	0.362159	0.0207003
GSE84437	GSM2235922	MSS/TP53-	medium	0.14092	-0.130877	0.168736	MSS/TP53-	MSI	0.158034	0.0171141
GSE84437	GSM2235923	MSS/TP53+	low	0.0682963	-0.185668	-0.0682966	MSS/TP53+	MSS/TP53-	0.128925	0.0606284
GSE84437	GSM2235924	MSI	high	0.223578	-0.297191	0.009365	MSI	MSS/TP53-	0.189225	-0.0343525
GSE84437	GSM2235925	MSS/TP53-	low	0.00165946	-0.139473	0.001659	MSS/TP53-	MSS/TP53+	0.118279	0.11662
GSE84437	GSM2235926	EMT	medium	0.0867312	0.092299	-0.344399	EMT	MSS/TP53+	0.137006	0.0502744
GSE84437	GSM2235927	MSS/TP53-	medium	0.136409	-0.372137	0.1862	MSS/TP53-	MSI	0.240758	0.104348
GSE84437	GSM2235928	MSI	low	0.00663918	-0.256237	0.192208	MSI	MSS/TP53-	0.120406	0.113767
GSE84437	GSM2235929	EMT	high	0.944181	0.979199	-0.025566	EMT	MSS/TP53+	0.635598	-0.308583
GSE84437	GSM2235930	EMT	low	0.0369703	0.225671	0.052861	EMT	MSS/TP53-	0.0840612	0.047091
GSE84437	GSM2235931	MSS/TP53+	medium	0.131125	-0.170839	-0.131125	MSS/TP53+	MSS/TP53-	0.170181	0.0390557
GSE84437	GSM2235932	MSI	medium	0.13828	-0.435965	-0.0607615	MSI	MSS/TP53+	0.216506	0.0782253
GSE84437	GSM2235933	EMT	high	0.645878	0.743527	-0.081152	EMT	MSS/TP53+	0.469431	-0.176447
GSE84437	GSM2235934	EMT	medium	0.0799062	0.0799064	-0.333146	EMT	MSI	0.167603	0.0876966
GSE84437	GSM2235935	MSS/TP53+	high	0.209653	-0.0311548	-0.209653	MSS/TP53+	MSS/TP53-	0.201447	-0.00820578
GSE84437	GSM2235936	MSS/TP53-	medium	0.0809642	-0.204952	0.0809645	MSS/TP53-	MSS/TP53+	0.152658	0.0716935
GSE84437	GSM2235937	MSI	low	0.0379439	-0.493541	0.0573314	MSI	MSS/TP53-	0.192838	0.154894
GSE84437	GSM2235938	MSI	high	0.209342	-0.621901	-0.0105317	MSI	MSS/TP53+	0.296123	0.0867806
GSE84437	GSM2235939	EMT	medium	0.168374	0.458712	-0.100934	EMT	MSS/TP53+	0.212916	0.0445411
GSE84437	GSM2235940	EMT	low	0.0380527	0.0959573	-0.247703	EMT	MSS/TP53+	0.097282	0.0592293
GSE84437	GSM2235941	MSI	high	0.415622	-0.531255	-0.161069	MSI	MSS/TP53+	0.378492	-0.0371305
GSE84437	GSM2235942	MSS/TP53+	low	0.0480895	-0.518686	-0.078859	MSS/TP53+	MSI	0.225591	0.177501
GSE84437	GSM2235943	MSI	medium	0.094757	-0.13413	0.1243	MSI	MSS/TP53-	0.101744	0.00698661
GSE84437	GSM2235944	EMT	high	0.667905	0.862297	-0.134183	EMT	MSS/TP53+	0.522415	-0.14549
GSE84437	GSM2235945	MSS/TP53-	medium	0.112988	0.146544	0.112987	MSS/TP53-	MSS/TP53+	0.1688	0.0558127
GSE84437	GSM2235946	MSS/TP53-	low	0.0514224	-0.162172	0.0514224	MSS/TP53-	MSS/TP53+	0.150816	0.0993936
GSE84437	GSM2235947	MSI	high	0.406667	-0.696687	-0.153813	MSI	MSS/TP53+	0.430166	0.0234989
GSE84437	GSM2235948	EMT	high	0.948917	1.00822	-0.040912	EMT	MSS/TP53+	0.648841	-0.300075
GSE84437	GSM2235949	MSS/TP53+	high	0.259268	-0.0597741	-0.418826	MSS/TP53+	MSI	0.275773	0.0165045
GSE84437	GSM2235950	EMT	high	0.867066	0.945612	0.069639	EMT	MSS/TP53-	0.601851	-0.265215
GSE84437	GSM2235951	EMT	high	0.935666	0.98344	0.049127	EMT	MSS/TP53-	0.635312	-0.300354
GSE84437	GSM2235952	MSI	low	0.0334324	-0.329152	-0.0544692	MSI	MSS/TP53+	0.138188	0.104756
GSE84437	GSM2235953	MSS/TP53-	low	0.0474358	0.0956776	0.064404	MSS/TP53-	EMT	0.0653987	0.0179629
GSE84437	GSM2235954	MSS/TP53+	low	0.0202343	-0.164359	-0.220799	MSS/TP53+	MSI	0.119203	0.0989684
GSE84437	GSM2235955	MSI	medium	0.123744	-0.123744	-0.0453523	MSI	EMT	0.111971	-0.0117733
GSE84437	GSM2235956	MSI	high	0.261003	-0.484987	0.0144542	MSI	MSS/TP53-	0.268817	0.00781417
GSE84437	GSM2235957	MSS/TP53-	medium	0.0985009	-0.338558	0.179026	MSS/TP53-	MSI	0.204756	0.106255
GSE84437	GSM2235958	EMT	high	0.533679	0.780871	0.027781	EMT	MSS/TP53-	0.422405	-0.111274
GSE84437	GSM2235959	MSI	medium	0.111921	-0.307774	0.126916	MSI	MSS/TP53-	0.16832	0.0563988
GSE84437	GSM2235960	MSI	high	0.302562	-0.788074	-0.0681679	MSI	MSS/TP53+	0.402052	0.0994893
GSE84437	GSM2235961	EMT	high	0.449825	0.570844	0.064728	EMT	MSS/TP53-	0.338614	-0.111211
GSE84437	GSM2235962	MSI	low	0.0165524	-0.065364	-0.0506843	MSI	MSS/TP53+	0.0403345	0.0237821
GSE84437	GSM2235963	MSS/TP53-	medium	0.148096	-0.365536	0.180051	MSS/TP53-	MSI	0.244738	0.0966415
GSE84437	GSM2235964	MSS/TP53+	medium	0.0897577	-0.0486408	-0.265944	MSS/TP53+	MSI	0.132634	0.0428763
GSE84437	GSM2235965	MSS/TP53-	low	0.0143831	0.0633529	0.0817436	MSS/TP53-	EMT	0.0389002	0.0245171
GSE84437	GSM2235966	MSS/TP53+	low	0.0181472	0.282846	-0.143044	MSS/TP53+	EMT	0.121053	0.102906
GSE84437	GSM2235967	MSS/TP53-	medium	0.173234	-0.0245157	0.173234	MSS/TP53-	MSS/TP53+	0.151966	-0.0212678
GSE84437	GSM2235968	EMT	high	0.463424	0.531519	-0.021195	EMT	MSS/TP53+	0.327842	-0.135583
GSE84437	GSM2235969	MSI	medium	0.121567	-0.41047	-0.0328869	MSI	MSS/TP53+	0.19499	0.0734226
GSE84437	GSM2235970	EMT	high	0.280527	0.370646	-0.158235	EMT	MSS/TP53+	0.244959	-0.0355681
GSE84437	GSM2235971	EMT	medium	0.136255	0.272616	-0.0254204	EMT	MSS/TP53+	0.132544	-0.00371117
GSE84437	GSM2235972	MSI	low	0.0320796	-0.328429	-0.0265053	MSI	MSS/TP53+	0.131046	0.0989665
GSE84437	GSM2235973	MSS/TP53-	low	0.00785071	-0.0783311	0.007851	MSS/TP53-	MSS/TP53+	0.139406	0.131555
GSE84437	GSM2235974	MSS/TP53-	high	0.222718	-0.221951	0.22565	MSS/TP53-	MSI	0.248559	0.0258408
GSE84437	GSM2235975	MSI	low	0.0303661	-0.244631	-0.09709	MSI	MSS/TP53+	0.117726	0.0873603
GSE84437	GSM2235976	MSI	medium	0.126287	-0.257466	-0.0385377	MSI	MSS/TP53+	0.145589	0.0193015
GSE84437	GSM2235977	MSS/TP53-	low	0.0446675	0.160462	0.048813	MSS/TP53-	EMT	0.0789602	0.0342927
GSE84437	GSM2235978	MSS/TP53+	medium	0.113286	0.0045805	-0.327139	MSS/TP53+	EMT	0.145646	0.0323597
GSE84437	GSM2235979	MSS/TP53-	medium	0.0767512	-0.0664231	0.076751	MSS/TP53-	MSS/TP53+	0.249436	0.172685
GSE84437	GSM2235980	MSS/TP53+	low	0.0301363	-0.104627	-0.19837	MSS/TP53+	MSI	0.099696	0.0695597
GSE84437	GSM2235981	MSS/TP53+	low	0.0631962	-0.225104	-0.128654	MSS/TP53+	MSI	0.145516	0.0823197
GSE84437	GSM2235982	MSS/TP53+	low	0.0323048	-0.211861	-0.240216	MSS/TP53+	MSI	0.147367	0.115063
GSE84437	GSM2235983	EMT	low	0.0416851	0.130048	-0.371383	EMT	MSS/TP53+	0.136183	0.0944981
GSE84437	GSM2235984	MSS/TP53-	medium	0.119546	-0.271431	0.119546	MSS/TP53-	MSS/TP53+	0.213354	0.0938076
GSE84437	GSM2235985	MSS/TP53+	medium	0.0716856	0.0385499	-0.0716854	MSS/TP53+	MSS/TP53-	0.150651	0.0789656
GSE84437	GSM2235986	MSS/TP53+	low	0.0182915	-0.315032	-0.018292	MSS/TP53+	MSS/TP53-	0.20396	0.185668
GSE84437	GSM2235987	MSI	high	0.208419	-0.311344	-0.152964	MSI	MSS/TP53+	0.221678	0.0132587
GSE84437	GSM2235988	MSS/TP53+	medium	0.191616	-0.196104	-0.191616	MSS/TP53+	MSS/TP53-	0.275475	0.0838594
GSE84437	GSM2235991	MSS/TP53-	low	0.0211757	0.140531	0.0211757	MSS/TP53-	MSS/TP53+	0.0553857	0.03421
GSE84437	GSM2235992	MSS/TP53-	low	0.0218635	0.0952168	0.0218635	MSS/TP53-	MSS/TP53+	0.0944583	0.0725948
GSE84437	GSM2235993	EMT	low	0.00446	0.215741	-0.416147	EMT	MSS/TP53+	0.155511	0.151051
GSE84437	GSM2235994	EMT	high	0.641611	0.729357	0.093764	EMT	MSS/TP53-	0.460026	-0.181584
GSE84437	GSM2235995	MSI	high	0.399058	-0.66668	-0.0250954	MSI	MSS/TP53+	0.387606	-0.0114525
GSE84437	GSM2235996	MSS/TP53+	low	0.0186098	0.127752	-0.0752513	MSS/TP53+	EMT	0.0635195	0.0449097
GSE84437	GSM2235997	MSS/TP53-	low	0.0304248	-0.183363	0.0492998	MSS/TP53-	MSI	0.0893456	0.0589208
GSE84437	GSM2235998	MSI	high	0.208421	-0.356264	0.0453738	MSI	MSS/TP53-	0.209287	0.000866155
GSE84437	GSM2235999	MSI	low	0.0330567	-0.440773	0.029296	MSI	MSS/TP53-	0.16849	0.135433
GSE84437	GSM2236000	MSS/TP53-	high	0.198007	0.0456195	0.198007	MSS/TP53-	MSS/TP53+	0.252463	0.0544561
GSE84437	GSM2236001	EMT	high	0.278248	0.356624	-0.0281862	EMT	MSS/TP53+	0.210607	-0.0676414
GSE84437	GSM2236002	MSS/TP53-	low	0.0564846	-0.469168	0.260695	MSS/TP53-	MSI	0.236398	0.179914
GSE84437	GSM2236003	EMT	high	0.533998	0.685115	0.068914	EMT	MSS/TP53-	0.402778	-0.13122
GSE84437	GSM2236004	MSS/TP53-	medium	0.11995	-0.13096	0.11995	MSS/TP53-	MSS/TP53+	0.229889	0.109939
GSE84437	GSM2236005	MSS/TP53-	medium	0.109843	-0.172959	0.109843	MSS/TP53-	MSS/TP53+	0.171159	0.0613161
GSE84437	GSM2236006	MSS/TP53-	low	0.0521114	-0.09102	0.0521118	MSS/TP53-	MSS/TP53+	0.137488	0.0853762
GSE84437	GSM2236007	MSI	high	0.226754	-0.226754	-0.197566	MSI	EMT	0.22531	-0.00144448
GSE84437	GSM2236008	EMT	high	0.514395	0.622241	-0.048877	EMT	MSS/TP53+	0.378491	-0.135903
GSE84437	GSM2236009	EMT	low	0.0106303	0.0165778	0.0290776	EMT	MSS/TP53-	0.0131361	0.00250576
GSE84437	GSM2236010	MSS/TP53-	low	0.0291265	-0.163335	0.0291269	MSS/TP53-	MSS/TP53+	0.115261	0.0861341
GSE84437	GSM2236011	MSS/TP53-	low	0.0259391	0.10407	0.110747	MSS/TP53-	EMT	0.0616609	0.0357219
GSE84437	GSM2236012	MSI	medium	0.0724893	-0.243713	0.0515272	MSI	MSS/TP53-	0.119466	0.046977
GSE84437	GSM2236013	MSS/TP53-	medium	0.0715579	-0.136122	0.0715581	MSS/TP53-	MSS/TP53+	0.10643	0.0348719
GSE84437	GSM2236014	MSI	high	0.319945	-0.549454	-0.0159678	MSI	MSS/TP53+	0.314944	-0.00500094
GSE84437	GSM2236015	EMT	high	0.652721	0.652721	0.001512	EMT	MSI	0.442183	-0.210538
GSE84437	GSM2236016	MSI	medium	0.167662	-0.28956	0.0250019	MSI	MSS/TP53-	0.167586	-7.5531e-05
GSE84437	GSM2236017	MSS/TP53+	medium	0.136361	0.0975395	-0.168103	MSS/TP53+	EMT	0.149002	0.0126413
GSE84437	GSM2236018	MSS/TP53+	medium	0.163128	-0.0094646	-0.163129	MSS/TP53+	MSS/TP53-	0.197322	0.0341933
GSE84437	GSM2236019	MSS/TP53-	high	0.195648	-0.230062	0.325308	MSS/TP53-	MSI	0.250181	0.054533
GSE84437	GSM2236020	MSI	high	0.369966	-0.643836	-0.0395526	MSI	MSS/TP53+	0.3719	0.00193445
GSE84437	GSM2236021	EMT	high	0.761674	0.761674	0.004452	EMT	MSI	0.528554	-0.23312
GSE84437	GSM2236022	MSS/TP53-	low	0.00714222	-0.0665921	0.0600876	MSS/TP53-	MSI	0.0366099	0.0294676
GSE84437	GSM2236023	MSI	high	0.334666	-0.607796	-0.183852	MSI	MSS/TP53+	0.378885	0.0442188
GSE84437	GSM2236024	MSS/TP53+	low	0.0535366	0.101286	-0.117771	MSS/TP53+	EMT	0.0875082	0.0339716
GSE84437	GSM2236025	EMT	high	0.513703	0.679098	-0.19827	EMT	MSS/TP53+	0.427814	-0.085889
GSE84437	GSM2236026	EMT	high	0.399641	0.467823	0.026978	EMT	MSS/TP53-	0.285338	-0.114303
GSE84437	GSM2236027	EMT	medium	0.15525	0.188401	0.000271	EMT	MSS/TP53-	0.111076	-0.0441735
GSE84437	GSM2236028	MSI	high	0.367053	-0.424602	-0.0438396	MSI	MSS/TP53+	0.296534	-0.0705194
GSE84437	GSM2236029	MSS/TP53+	low	0.027792	-0.310239	-0.10328	MSS/TP53+	MSI	0.147125	0.119333
GSE84437	GSM2236030	MSI	high	0.294402	-0.544717	-0.010944	MSI	MSS/TP53+	0.302372	0.00796978
GSE84437	GSM2236031	EMT	high	0.635068	0.685212	-0.093158	EMT	MSS/TP53+	0.452091	-0.182976
GSE84437	GSM2236032	MSI	high	0.424219	-0.758823	-0.0486899	MSI	MSS/TP53+	0.434257	0.0100377
GSE84437	GSM2236033	MSS/TP53-	high	0.253993	-0.145582	0.274348	MSS/TP53-	MSI	0.249213	-0.0047798
GSE84437	GSM2236034	MSS/TP53+	low	0.042282	0.0014131	-0.325399	MSS/TP53+	EMT	0.100626	0.0583435
GSE84437	GSM2236036	MSS/TP53-	medium	0.092879	-0.241226	0.0928794	MSS/TP53-	MSS/TP53+	0.180155	0.0872756
GSE84437	GSM2236037	EMT	medium	0.0960542	0.281533	-0.161597	EMT	MSS/TP53+	0.150598	0.0545443
GSE84437	GSM2236038	MSS/TP53+	medium	0.179635	0.0365536	-0.180861	MSS/TP53+	EMT	0.161921	-0.0177138
GSE84437	GSM2236039	MSS/TP53-	medium	0.154183	-0.0986231	0.154183	MSS/TP53-	MSS/TP53+	0.173542	0.0193592
GSE84437	GSM2236040	MSI	medium	0.164313	-0.649899	-0.0813775	MSI	MSS/TP53+	0.304602	0.140289
GSE84437	GSM2236041	EMT	medium	0.129684	0.321766	-0.285583	EMT	MSS/TP53+	0.202758	0.0730735
GSE84437	GSM2236042	MSS/TP53-	high	0.213015	-0.127233	0.213015	MSS/TP53-	MSS/TP53+	0.28877	0.0757549
GSE84437	GSM2236043	MSS/TP53+	low	0.0272428	0.0687834	-0.0272428	MSS/TP53+	MSS/TP53-	0.0959369	0.0686941
GSE84437	GSM2236044	MSS/TP53-	high	0.241527	-0.0980881	0.241527	MSS/TP53-	MSS/TP53+	0.264915	0.0233885
GSE84437	GSM2236045	MSI	low	0.0166002	-0.227112	-0.0047881	MSI	MSS/TP53+	0.0853905	0.0687903
GSE84437	GSM2236046	MSI	medium	0.0711463	-0.490645	0.0497055	MSI	MSS/TP53-	0.203397	0.13225
GSE84437	GSM2236047	EMT	medium	0.166447	0.227836	-0.113427	EMT	MSS/TP53+	0.151961	-0.0144863
GSE84437	GSM2236048	MSI	high	0.313064	-0.650353	0.121603	MSI	MSS/TP53-	0.362224	0.0491607
GSE84437	GSM2236049	EMT	high	0.245092	0.245092	-0.135676	EMT	MSI	0.202936	-0.042156
GSE84437	GSM2236050	MSS/TP53-	medium	0.143773	-0.041286	0.143773	MSS/TP53-	MSS/TP53+	0.176023	0.0322499
GSE84437	GSM2236051	EMT	high	0.33493	0.370165	-0.0313353	EMT	MSS/TP53+	0.236774	-0.0981567
GSE84437	GSM2236052	MSI	low	0.00672479	-0.39164	0.193663	MSI	MSS/TP53-	0.167126	0.160402
GSE84437	GSM2236053	EMT	high	0.38563	0.414839	0.039145	EMT	MSS/TP53-	0.267384	-0.118246
GSE84437	GSM2236054	EMT	high	0.508712	0.508712	-0.0066	EMT	MSI	0.345857	-0.162855
GSE84437	GSM2236055	EMT	medium	0.188396	0.188397	0.0524537	EMT	MSI	0.151343	-0.0370536
GSE84437	GSM2236056	MSS/TP53-	low	0.0420184	-0.144206	0.042019	MSS/TP53-	MSS/TP53+	0.221047	0.179028
GSE84437	GSM2236057	EMT	high	0.260297	0.325755	-0.103313	EMT	MSS/TP53+	0.212414	-0.0478836
GSE84437	GSM2236058	MSS/TP53-	medium	0.0817441	0.101174	0.211491	MSS/TP53-	EMT	0.110952	0.0292081
GSE84437	GSM2236059	EMT	medium	0.144249	0.234507	0.0147184	EMT	MSS/TP53-	0.121699	-0.0225501
GSE84437	GSM2236060	EMT	high	0.516483	0.516483	-0.098573	EMT	MSI	0.38968	-0.126803
GSE84437	GSM2236061	EMT	high	0.289241	0.289241	-0.203702	EMT	MSI	0.251413	-0.0378284
GSE84437	GSM2236062	MSI	high	0.30536	-0.484536	0.0084063	MSI	MSS/TP53-	0.284741	-0.0206186
GSE84437	GSM2236063	MSS/TP53-	medium	0.167267	-0.0241034	0.236105	MSS/TP53-	MSI	0.148127	-0.0191405
GSE84437	GSM2236064	MSI	medium	0.166064	-0.566487	0.0475226	MSI	MSS/TP53-	0.265502	0.0994384
GSE84437	GSM2236065	EMT	medium	0.136331	0.188083	0.0371921	EMT	MSS/TP53-	0.10948	-0.0268503
GSE84437	GSM2236066	EMT	low	0.0584385	0.136078	-0.017877	EMT	MSS/TP53+	0.063669	0.00523053
GSE84437	GSM2236067	EMT	low	0.00953917	0.0164599	-0.0429796	EMT	MSS/TP53+	0.0179546	0.00841542
GSE84437	GSM2236068	EMT	high	0.892769	0.892769	0.048634	EMT	MSI	0.596574	-0.296195
GSE84437	GSM2236069	MSS/TP53-	low	0.0375137	-0.164886	0.037514	MSS/TP53-	MSS/TP53+	0.209807	0.172293
GSE84437	GSM2236070	MSI	low	0.0526896	-0.166065	-0.184234	MSI	MSS/TP53+	0.1192	0.0665107
GSE84437	GSM2236071	MSI	medium	0.142759	-0.369131	-0.166797	MSI	MSS/TP53+	0.219465	0.0767057
GSE84437	GSM2236072	MSI	low	0.0700322	-0.0700322	-0.0627834	MSI	EMT	0.0852742	0.015242
GSE84437	GSM2236073	MSS/TP53-	medium	0.123832	-0.0035684	0.123832	MSS/TP53-	MSS/TP53+	0.182172	0.0583399
GSE84437	GSM2236074	MSS/TP53-	low	0.067877	-0.0833305	0.0678768	MSS/TP53-	MSS/TP53+	0.109235	0.0413582
GSE84437	GSM2236075	EMT	high	0.46102	0.461019	-0.043244	EMT	MSI	0.325862	-0.135157
GSE84437	GSM2236076	EMT	low	0.00227754	0.0022775	-0.201807	EMT	MSI	0.0514047	0.0491272
GSE84437	GSM2236077	MSI	high	0.312279	-0.569816	-0.0660877	MSI	MSS/TP53+	0.330415	0.0181362
GSE84437	GSM2236078	MSS/TP53-	medium	0.0951477	-0.376529	0.174742	MSS/TP53-	MSI	0.215052	0.119904
GSE84437	GSM2236079	MSI	medium	0.0964967	-0.346887	-0.198538	MSI	MSS/TP53+	0.201316	0.10482
GSE84437	GSM2236080	MSS/TP53-	low	0.0199168	0.00674299	0.0613617	MSS/TP53-	EMT	0.0236731	0.00375633
GSE84437	GSM2236082	MSS/TP53+	medium	0.183439	0.0271863	-0.183439	MSS/TP53+	MSS/TP53-	0.212189	0.02875
GSE84437	GSM2236083	MSS/TP53+	low	0.0699192	0.131935	-0.0787566	MSS/TP53+	EMT	0.097082	0.0271627
GSE84437	GSM2236084	MSI	medium	0.147042	-0.389254	0.0830318	MSI	MSS/TP53-	0.20292	0.0558782
GSE84437	GSM2236085	MSI	medium	0.151608	-0.405236	-0.114839	MSI	MSS/TP53+	0.223404	0.0717962
GSE84437	GSM2236086	MSI	medium	0.104151	-0.104151	-0.11886	MSI	EMT	0.137446	0.0332947
GSE84437	GSM2236087	MSI	high	0.254316	-0.356339	-0.018657	MSI	MSS/TP53+	0.22411	-0.0302056
GSE84437	GSM2236088	MSI	low	0.0464676	-0.192055	0.0500153	MSI	MSS/TP53-	0.0915204	0.0450528
GSE84437	GSM2236089	MSI	medium	0.0813817	-0.20879	-0.074836	MSI	MSS/TP53+	0.119931	0.0385488
GSE84437	GSM2236090	EMT	medium	0.0853295	0.0853295	-0.039588	EMT	MSI	0.0759016	-0.00942791
GSE84437	GSM2236091	MSS/TP53-	low	0.0417176	-0.0975204	0.0852981	MSS/TP53-	MSI	0.0724568	0.0307393
GSE84437	GSM2236092	MSS/TP53-	low	0.0616052	-0.13995	0.107367	MSS/TP53-	MSI	0.102709	0.0411041
GSE84437	GSM2236093	MSI	low	0.00993135	-0.265424	0.0145353	MSI	MSS/TP53-	0.0971496	0.0872183
GSE84437	GSM2236094	MSI	low	0.0370549	-0.221215	0.0599663	MSI	MSS/TP53-	0.0994636	0.0624087
GSE84437	GSM2236095	MSS/TP53-	low	0.046449	-0.0649992	0.0464489	MSS/TP53-	MSS/TP53+	0.0657978	0.0193489
