dataset_id	gsm_id	sample_title	predicted_subtype	assignment_score	runner_up_subtype	runner_up_score	assignment_margin	assignment_margin_rank	assignment_entropy	score_emt	score_msi	score_mss_tp53_minus	score_mss_tp53_plus	shared_gene_count
GSE26899	GSM662399	Gastric tumor tissue KG028C	MSI	0.245514	MSS/TP53+	0.195023	0.0504908	low	0.985245	-0.30427	0.245514	0.0305846	0.195023	15343
GSE26899	GSM662400	Gastric tumor tissue KG030C	MSS/TP53+	0.170503	MSS/TP53-	0.0686333	0.10187	medium	0.995364	-0.150017	0.0339433	0.0686333	0.170503	15343
GSE26899	GSM662401	Gastric tumor tissue KG033C	MSS/TP53-	0.212299	MSI	0.109996	0.102303	medium	0.990571	-0.164183	0.109996	0.212299	-0.142028	15343
GSE26899	GSM662403	Gastric tumor tissue KG035C	MSS/TP53+	0.0464002	EMT	0.0400423	0.00635796	low	0.99932	0.0400423	-0.0335019	-0.0518145	0.0464002	15343
GSE26899	GSM662404	Gastric tumor tissue KG037C	MSS/TP53+	0.258031	MSS/TP53-	0.121813	0.136218	medium	0.988155	-0.260736	0.0787308	0.121813	0.258031	15343
GSE26899	GSM662405	Gastric tumor tissue KG038C	MSS/TP53+	0.100458	MSS/TP53-	0.0647395	0.0357185	low	0.998324	-0.0736528	-0.0188021	0.0647395	0.100458	15343
GSE26899	GSM662407	Gastric tumor tissue KG042C	MSS/TP53+	0.133227	MSS/TP53-	0.12549	0.00773699	low	0.995765	-0.135197	-0.0108912	0.12549	0.133227	15343
GSE26899	GSM662408	Gastric tumor tissue KG043C	MSI	0.279972	MSS/TP53+	0.010129	0.269843	high	0.9887	-0.202606	0.279972	-0.0373902	0.010129	15343
GSE26899	GSM662409	Gastric tumor tissue KG044C	EMT	0.0614517	MSS/TP53+	0.0136092	0.0478425	low	0.998617	0.0614517	0.00664723	-0.109724	0.0136092	15343
GSE26899	GSM662410	Gastric tumor tissue KG045C	MSI	0.218093	MSS/TP53+	0.115847	0.102245	medium	0.990644	-0.229631	0.218093	0.00519076	0.115847	15343
GSE26899	GSM662411	Gastric tumor tissue KG046C	EMT	0.122483	MSS/TP53-	-0.0347897	0.157273	medium	0.997426	0.122483	-0.0866477	-0.0347897	-0.06696	15343
GSE26899	GSM662412	Gastric tumor tissue KG047C	MSS/TP53+	0.171846	MSS/TP53-	0.122026	0.0498196	low	0.993695	-0.186555	0.0345024	0.122026	0.171846	15343
GSE26899	GSM662413	Gastric tumor tissue KG048C	MSS/TP53-	0.0851022	MSS/TP53+	0.0263272	0.0587751	low	0.999018	-0.0540703	-0.0181353	0.0851022	0.0263272	15343
GSE26899	GSM662414	Gastric tumor tissue KG049C	EMT	0.161489	MSI	0.00707074	0.154418	medium	0.992889	0.161489	0.00707074	-0.239798	-0.017082	15343
GSE26899	GSM662415	Gastric tumor tissue KG050C	MSS/TP53-	0.244456	MSS/TP53+	0.153716	0.0907403	medium	0.985895	-0.31192	0.100118	0.244456	0.153716	15343
GSE26899	GSM662416	Gastric tumor tissue KG051C	MSI	0.195203	MSS/TP53+	-0.00969179	0.204895	high	0.992693	-0.0132665	0.195203	-0.207224	-0.00969179	15343
GSE26899	GSM662417	Gastric tumor tissue KG052C	EMT	0.175946	MSS/TP53+	-0.0198849	0.19583	medium	0.994179	0.175946	-0.175575	-0.0408727	-0.0198849	15343
GSE26899	GSM662418	Gastric tumor tissue KG053C	MSS/TP53+	0.201573	MSI	0.144397	0.0571766	low	0.992017	-0.130246	0.144397	-0.114632	0.201573	15343
GSE26899	GSM662419	Gastric tumor tissue KG054C	MSS/TP53-	0.218492	MSS/TP53+	0.0133772	0.205115	high	0.993981	-0.128958	-0.028038	0.218492	0.0133772	15343
GSE26899	GSM662420	Gastric tumor tissue KG055C	EMT	0.161921	MSS/TP53+	-0.041305	0.203226	medium	0.995363	0.161921	-0.142599	-0.0446386	-0.041305	15343
GSE26899	GSM662421	Gastric tumor tissue KG056C	MSS/TP53-	0.164048	MSI	-0.0342808	0.198329	medium	0.996787	-0.0651742	-0.0342808	0.164048	-0.0364869	15343
GSE26899	GSM662422	Gastric tumor tissue KG057C	EMT	0.118992	MSS/TP53+	0.101317	0.0176756	low	0.995338	0.118992	-0.159158	-0.0576117	0.101317	15343
GSE26899	GSM662423	Gastric tumor tissue KG058C	MSS/TP53+	0.0839956	EMT	0.0302127	0.0537829	low	0.998629	0.0302127	-0.0150604	-0.084788	0.0839956	15343
GSE26899	GSM662424	Gastric tumor tissue KG060C	EMT	0.614705	MSS/TP53-	-0.281995	0.8967	high	0.92581	0.614705	-0.341723	-0.281995	-0.34214	15343
GSE26899	GSM662425	Gastric tumor tissue KG061C	EMT	0.226522	MSS/TP53+	-0.0927919	0.319314	high	0.991175	0.226522	-0.121689	-0.131727	-0.0927919	15343
GSE26899	GSM662426	Gastric tumor tissue KG062C	MSS/TP53-	0.0547344	EMT	0.0273258	0.0274086	low	0.99913	0.0273258	-0.0780874	0.0547344	-0.00340076	15343
GSE26899	GSM662427	Gastric tumor tissue KG063C	MSS/TP53+	0.202072	MSI	0.0289859	0.173086	medium	0.995408	-0.0960012	0.0289859	-0.0282683	0.202072	15343
GSE26899	GSM662428	Gastric tumor tissue KG064C	EMT	0.261772	MSS/TP53+	-0.0624484	0.32422	high	0.988038	0.261772	-0.193722	-0.119213	-0.0624484	15343
GSE26899	GSM662429	Gastric tumor tissue KG065C	MSS/TP53-	0.274645	MSS/TP53+	0.19089	0.0837545	low	0.9814	-0.36648	0.122259	0.274645	0.19089	15343
GSE26899	GSM662430	Gastric tumor tissue KG066C	EMT	0.416507	MSI	-0.203408	0.619915	high	0.967666	0.416507	-0.203408	-0.240582	-0.20867	15343
GSE26899	GSM662431	Gastric tumor tissue KG067C	MSS/TP53+	0.30109	MSS/TP53-	0.0992613	0.201829	medium	0.988957	-0.131772	-0.0890095	0.0992613	0.30109	15343
GSE26899	GSM662432	Gastric tumor tissue KG068C	MSS/TP53-	0.237846	MSS/TP53+	0.210871	0.0269746	low	0.988175	-0.183667	-0.088076	0.237846	0.210871	15343
GSE26899	GSM662433	Gastric tumor tissue KG069C	MSS/TP53-	0.207913	MSI	0.0805191	0.127393	medium	0.991618	-0.226597	0.0805191	0.207913	0.0536057	15343
GSE26899	GSM662434	Gastric tumor tissue KG070C	MSI	0.42511	MSS/TP53-	-0.102774	0.527884	high	0.973787	-0.21917	0.42511	-0.102774	-0.112181	15343
GSE26899	GSM662435	Gastric tumor tissue KG071C	MSS/TP53-	0.167365	MSI	0.100314	0.0670518	low	0.993308	-0.20861	0.100314	0.167365	0.0386311	15343
GSE26899	GSM662436	Gastric tumor tissue KG072C	MSS/TP53-	0.213006	MSI	0.0807442	0.132261	medium	0.991853	-0.212891	0.0807442	0.213006	0.0155567	15343
GSE26899	GSM662437	Gastric tumor tissue KG073C	EMT	0.526819	MSS/TP53-	-0.243071	0.76989	high	0.945022	0.526819	-0.256323	-0.243071	-0.355272	15343
GSE26899	GSM662438	Gastric tumor tissue KG074C	EMT	0.242842	MSS/TP53-	-0.0554429	0.298285	high	0.98925	0.242842	-0.181921	-0.0554429	-0.134812	15343
GSE26899	GSM662439	Gastric tumor tissue KG075C	MSS/TP53-	0.217602	MSS/TP53+	0.0341171	0.183485	medium	0.9937	-0.147134	-0.0162859	0.217602	0.0341171	15343
GSE26899	GSM662440	Gastric tumor tissue KG076C	MSI	0.419606	MSS/TP53-	-0.0776176	0.497224	high	0.974646	-0.244457	0.419606	-0.0776176	-0.0836493	15343
GSE26899	GSM662441	Gastric tumor tissue KG077C	EMT	0.503687	MSI	-0.223779	0.727467	high	0.949665	0.503687	-0.223779	-0.253099	-0.346698	15343
GSE26899	GSM662442	Gastric tumor tissue KG078C	MSS/TP53-	0.178602	MSS/TP53+	0.043363	0.135239	medium	0.995804	-0.108052	-0.0380951	0.178602	0.043363	15343
GSE26899	GSM662443	Gastric tumor tissue KG079C	EMT	0.236395	MSI	-0.05021	0.286605	high	0.988875	0.236395	-0.05021	-0.175441	-0.175897	15343
GSE26899	GSM662444	Gastric tumor tissue KG080C	MSS/TP53-	0.138807	MSS/TP53+	0.0969442	0.0418633	low	0.996486	-0.108088	-0.0353772	0.138807	0.0969442	15343
GSE26899	GSM662445	Gastric tumor tissue KG081C	MSI	0.192123	EMT	0.039769	0.152354	medium	0.990962	0.039769	0.192123	-0.249298	-0.0595364	15343
GSE26899	GSM662446	Gastric tumor tissue KG082C	EMT	0.459769	MSS/TP53-	-0.169285	0.629054	high	0.960853	0.459769	-0.339066	-0.169285	-0.170468	15343
GSE26899	GSM662447	Gastric tumor tissue KG083C	MSS/TP53+	0.240465	MSS/TP53-	0.0835913	0.156874	medium	0.992902	-0.104509	-0.0756087	0.0835913	0.240465	15343
GSE26899	GSM662448	Gastric tumor tissue KG084C	MSI	0.324821	MSS/TP53-	0.0732672	0.251553	high	0.982523	-0.300155	0.324821	0.0732672	-0.0156283	15343
GSE26899	GSM662449	Gastric tumor tissue KG085C	EMT	0.383198	MSS/TP53+	-0.148217	0.531415	high	0.973475	0.383198	-0.254844	-0.170141	-0.148217	15343
GSE26899	GSM662450	Gastric tumor tissue KG086C	MSI	0.143718	EMT	0.0925976	0.0511199	low	0.991514	0.0925976	0.143718	-0.256541	-0.080432	15343
GSE26899	GSM662451	Gastric tumor tissue KG087C	MSS/TP53-	0.110526	MSI	0.0955767	0.0149493	low	0.996214	-0.104163	0.0955767	0.110526	-0.0999582	15343
GSE26899	GSM662452	Gastric tumor tissue KG088C	MSS/TP53-	0.131525	MSS/TP53+	0.00788478	0.12364	medium	0.997664	-0.0940616	0.00386282	0.131525	0.00788478	15343
GSE26899	GSM662453	Gastric tumor tissue KG089C	EMT	0.56124	MSS/TP53-	-0.245185	0.806425	high	0.938336	0.56124	-0.308919	-0.245185	-0.335771	15343
GSE26899	GSM662454	Gastric tumor tissue KG090C	MSS/TP53-	0.336544	MSS/TP53+	0.251743	0.0848016	medium	0.975844	-0.393973	0.0704218	0.336544	0.251743	15343
GSE26899	GSM662455	Gastric tumor tissue KG091C	MSI	0.090252	MSS/TP53-	0.0231725	0.0670795	low	0.998618	-0.0675309	0.090252	0.0231725	-0.0434249	15343
GSE26899	GSM662456	Gastric tumor tissue KG092C	EMT	0.420709	MSS/TP53+	-0.169405	0.590114	high	0.96757	0.420709	-0.239575	-0.230403	-0.169405	15343
GSE26899	GSM662457	Gastric tumor tissue KG093C	MSI	0.0432876	MSS/TP53-	0.00335623	0.0399313	low	0.999727	-0.0306735	0.0432876	0.00335623	-0.01325	15343
GSE26899	GSM662458	Gastric tumor tissue KG094C	MSS/TP53+	0.195277	MSS/TP53-	0.0449132	0.150364	medium	0.995629	-0.0984151	-0.0252058	0.0449132	0.195277	15343
GSE26899	GSM662459	Gastric tumor tissue KG095C	EMT	0.250492	MSS/TP53+	0.0905494	0.159943	medium	0.986359	0.250492	-0.22559	-0.16856	0.0905494	15343
GSE26899	GSM662460	Gastric tumor tissue KG096C	MSI	0.135152	EMT	0.0907426	0.044409	low	0.992335	0.0907426	0.135152	-0.238531	-0.0876928	15343
GSE26899	GSM662461	Gastric tumor tissue KG097C	EMT	0.432863	MSI	-0.1422	0.575063	high	0.962934	0.432863	-0.1422	-0.291031	-0.278186	15343
GSE26899	GSM662462	Gastric tumor tissue KG098C	EMT	0.183947	MSS/TP53-	-0.0412183	0.225165	high	0.993976	0.183947	-0.14831	-0.0412183	-0.0848246	15343
GSE26899	GSM662463	Gastric tumor tissue KG099C	MSS/TP53+	0.0930076	EMT	0.0833348	0.00967283	low	0.996232	0.0833348	-0.170337	0.0151069	0.0930076	15343
GSE26899	GSM662464	Gastric tumor tissue KG100C	MSS/TP53+	0.154157	EMT	0.035316	0.118841	medium	0.996745	0.035316	-0.0920204	-0.0482049	0.154157	15343
GSE26899	GSM662465	Gastric tumor tissue KG101C	MSS/TP53-	0.217181	MSI	0.17068	0.0465007	low	0.987453	-0.285438	0.17068	0.217181	0.0115527	15343
GSE26899	GSM662466	Gastric tumor tissue KG102C	EMT	0.177354	MSS/TP53+	-0.0328669	0.210221	high	0.994334	0.177354	-0.162467	-0.0498273	-0.0328669	15343
GSE26899	GSM662467	Gastric tumor tissue KG103C	MSS/TP53+	0.187993	MSI	0.176527	0.0114656	low	0.990511	-0.229168	0.176527	0.00500816	0.187993	15343
GSE26899	GSM662468	Gastric tumor tissue KG104C	MSS/TP53+	0.183178	EMT	0.0716385	0.111539	medium	0.993612	0.0716385	-0.188879	-0.00666666	0.183178	15343
GSE26899	GSM662469	Gastric tumor tissue KG105C	MSI	0.248654	MSS/TP53+	-0.0354257	0.28408	high	0.99079	-0.0747097	0.248654	-0.161215	-0.0354257	15343
GSE26899	GSM662470	Gastric tumor tissue KG106C	MSI	0.189011	MSS/TP53-	-0.0325368	0.221548	high	0.99395	-0.0579218	0.189011	-0.0325368	-0.156228	15343
GSE26899	GSM662471	Gastric tumor tissue KG107C	MSS/TP53+	0.306857	MSS/TP53-	0.143828	0.163029	medium	0.981954	-0.341435	0.133892	0.143828	0.306857	15343
GSE26899	GSM662472	Gastric tumor tissue KG108C	MSI	0.28359	MSS/TP53-	-0.102347	0.385938	high	0.988472	-0.109418	0.28359	-0.102347	-0.106422	15343
GSE26899	GSM662473	Gastric tumor tissue KG109C	EMT	0.208317	MSI	-0.0653244	0.273642	high	0.991453	0.208317	-0.0653244	-0.110004	-0.183341	15343
GSE26899	GSM662474	Gastric tumor tissue KG110C	MSS/TP53+	0.260865	MSS/TP53-	0.0975202	0.163345	medium	0.991255	-0.0857759	-0.122403	0.0975202	0.260865	15343
GSE26899	GSM662475	Gastric tumor tissue KG111C	MSS/TP53+	0.279839	MSS/TP53-	0.0625503	0.217288	high	0.990809	-0.153425	-0.0190398	0.0625503	0.279839	15343
GSE26899	GSM662476	Gastric tumor tissue KG112C	EMT	0.156305	MSS/TP53+	0.056964	0.0993406	medium	0.99313	0.156305	-0.232298	0.00413745	0.056964	15343
GSE26899	GSM662477	Gastric tumor tissue KG113C	MSS/TP53-	0.168547	MSS/TP53+	0.138906	0.0296409	low	0.992479	-0.216487	0.0520464	0.168547	0.138906	15343
GSE26899	GSM662478	Gastric tumor tissue KG114C	MSS/TP53-	0.254458	MSI	0.165066	0.0893926	medium	0.985653	-0.267622	0.165066	0.254458	-0.0724351	15343
GSE26899	GSM662479	Gastric tumor tissue KG115C	MSS/TP53-	0.121666	MSS/TP53+	0.0807591	0.0409068	low	0.997315	-0.0503414	-0.0843835	0.121666	0.0807591	15343
GSE26899	GSM662480	Gastric tumor tissue KG116C	MSS/TP53-	0.0708576	MSI	0.058963	0.0118946	low	0.998566	-0.0883178	0.058963	0.0708576	-0.0125735	15343
GSE26899	GSM662481	Gastric tumor tissue KG117C	MSI	0.100623	EMT	0.0272221	0.0734004	low	0.997442	0.0272221	0.100623	-0.0995031	-0.0907529	15343
GSE26901	GSM662509	Gastric tumor tissue KS_071_T	MSS/TP53+	0.297874	MSS/TP53-	0.248106	0.0497685	low	0.977611	-0.398372	0.123529	0.248106	0.297874	15339
GSE26901	GSM662510	Gastric tumor tissue KS_127_T	MSI	0.0354711	MSS/TP53-	0.0231298	0.0123413	low	0.999539	-0.0184084	0.0354711	0.0231298	-0.0555311	15339
GSE26901	GSM662511	Gastric tumor tissue KS_133_T	EMT	0.409305	MSS/TP53-	-0.163641	0.572946	high	0.967918	0.409305	-0.221362	-0.163641	-0.274	15339
GSE26901	GSM662512	Gastric tumor tissue KS_147_T	EMT	0.206241	MSS/TP53-	-0.0710786	0.27732	high	0.992609	0.206241	-0.140277	-0.0710786	-0.104307	15339
GSE26901	GSM662513	Gastric tumor tissue KS_151_T	MSS/TP53-	0.242046	MSS/TP53+	0.199715	0.0423313	low	0.985241	-0.310306	0.0739201	0.242046	0.199715	15339
GSE26901	GSM662514	Gastric tumor tissue KS_175_T	EMT	0.530477	MSS/TP53-	-0.251236	0.781712	high	0.945725	0.530477	-0.288457	-0.251236	-0.295053	15339
GSE26901	GSM662515	Gastric tumor tissue KS_179_T	MSS/TP53+	0.180814	MSS/TP53-	0.114587	0.0662276	medium	0.994818	-0.100252	-0.0727735	0.114587	0.180814	15339
GSE26901	GSM662516	Gastric tumor tissue KS_181_T	MSS/TP53+	0.0908779	EMT	0.026429	0.0644488	medium	0.998575	0.026429	-0.0853558	0.000429643	0.0908779	15339
GSE26901	GSM662517	Gastric tumor tissue KS_183_T	MSS/TP53+	0.129001	MSS/TP53-	0.0384471	0.0905536	medium	0.998047	-0.046245	-0.0475311	0.0384471	0.129001	15339
GSE26901	GSM662518	Gastric tumor tissue KS_201_T	EMT	0.433944	MSS/TP53-	-0.171664	0.605608	high	0.965136	0.433944	-0.287277	-0.171664	-0.20091	15339
GSE26901	GSM662519	Gastric tumor tissue KS_209_T	MSI	0.186914	EMT	0.0338592	0.153055	medium	0.991674	0.0338592	0.186914	-0.237607	-0.0546306	15339
GSE26901	GSM662520	Gastric tumor tissue KS_219_T	EMT	0.123692	MSS/TP53+	0.0654992	0.0581927	medium	0.995341	0.123692	-0.187084	-0.00672922	0.0654992	15339
GSE26901	GSM662521	Gastric tumor tissue KS_233_T	MSI	0.267273	MSS/TP53-	0.10924	0.158032	medium	0.986524	-0.240149	0.267273	0.10924	-0.0996467	15339
GSE26901	GSM662522	Gastric tumor tissue KS_243_T	MSS/TP53+	0.161827	MSI	-0.00684887	0.168676	high	0.997339	-0.0529644	-0.00684887	-0.0226047	0.161827	15339
GSE26901	GSM662523	Gastric tumor tissue KS_249_T	MSS/TP53+	0.189962	MSS/TP53-	0.000943513	0.189018	high	0.996289	-0.0691829	-0.0221673	0.000943513	0.189962	15339
GSE26901	GSM662524	Gastric tumor tissue KS_263_T	MSS/TP53+	0.175304	MSI	0.00140714	0.173897	high	0.996779	-0.0729339	0.00140714	-0.0116473	0.175304	15339
GSE26901	GSM662525	Gastric tumor tissue KS_279_T	EMT	0.509221	MSI	-0.21043	0.719651	high	0.947515	0.509221	-0.21043	-0.25254	-0.383193	15339
GSE26901	GSM662526	Gastric tumor tissue KS_401_T	EMT	0.466334	MSI	-0.232849	0.699183	high	0.958329	0.466334	-0.232849	-0.233473	-0.277271	15339
GSE26901	GSM662527	Gastric tumor tissue KS_009_T	MSS/TP53+	0.187376	MSI	0.0876388	0.0997372	medium	0.994251	-0.165438	0.0876388	0.016006	0.187376	15339
GSE26901	GSM662528	Gastric tumor tissue KS_011_T	EMT	0.395813	MSI	-0.155562	0.551375	high	0.969925	0.395813	-0.155562	-0.240018	-0.247878	15339
GSE26901	GSM662529	Gastric tumor tissue KS_053_T	EMT	0.105726	MSS/TP53+	-0.0210938	0.12682	medium	0.998123	0.105726	-0.0594804	-0.0734439	-0.0210938	15339
GSE26901	GSM662530	Gastric tumor tissue KS_065_T	EMT	0.42755	MSI	-0.17837	0.60592	high	0.963924	0.42755	-0.17837	-0.215308	-0.313979	15339
GSE26901	GSM662531	Gastric tumor tissue KS_081_T	EMT	0.323879	MSS/TP53+	-0.12171	0.445589	high	0.980844	0.323879	-0.140281	-0.236235	-0.12171	15339
GSE26901	GSM662532	Gastric tumor tissue KS_103_T	MSS/TP53+	0.214578	MSS/TP53-	0.0571507	0.157427	medium	0.994022	-0.148831	0.016935	0.0571507	0.214578	15339
GSE26901	GSM662533	Gastric tumor tissue KS_109_T	MSS/TP53+	0.239876	MSI	0.136712	0.103164	medium	0.990168	-0.209282	0.136712	-0.0126638	0.239876	15339
GSE26901	GSM662534	Gastric tumor tissue KS_121_T	EMT	0.313608	MSS/TP53-	-0.126361	0.439969	high	0.98127	0.313608	-0.154548	-0.126361	-0.234924	15339
GSE26901	GSM662535	Gastric tumor tissue KS_161_T	MSI	0.134632	MSS/TP53+	-0.01472	0.149353	medium	0.997225	-0.0329407	0.134632	-0.101686	-0.01472	15339
GSE26901	GSM662536	Gastric tumor tissue KS_187_T	MSS/TP53-	0.185939	MSS/TP53+	0.140992	0.0449466	low	0.988786	-0.286519	0.124339	0.185939	0.140992	15339
GSE26901	GSM662537	Gastric tumor tissue KS_213_T	MSI	0.1895	MSS/TP53-	0.134339	0.0551618	low	0.988135	-0.299208	0.1895	0.134339	0.130189	15339
GSE26901	GSM662538	Gastric tumor tissue KS_221_T	MSS/TP53+	0.202818	MSS/TP53-	0.099741	0.103077	medium	0.994262	-0.0858424	-0.0910251	0.099741	0.202818	15339
GSE26901	GSM662539	Gastric tumor tissue KS_227_T	EMT	0.478351	MSS/TP53-	-0.230028	0.708379	high	0.956262	0.478351	-0.252041	-0.230028	-0.275128	15339
GSE26901	GSM662540	Gastric tumor tissue KS_229_T	MSS/TP53+	0.172059	MSS/TP53-	0.0328994	0.13916	medium	0.996638	-0.0400539	-0.0752209	0.0328994	0.172059	15339
GSE26901	GSM662541	Gastric tumor tissue KS_299_T	EMT	0.210281	MSI	-0.107513	0.317794	high	0.992324	0.210281	-0.107513	-0.10896	-0.115224	15339
GSE26901	GSM662542	Gastric tumor tissue KS_055_T	MSS/TP53+	0.154611	MSI	0.0843155	0.0702955	medium	0.994733	-0.179204	0.0843155	0.0630833	0.154611	15339
GSE26901	GSM662543	Gastric tumor tissue KS_059_T	EMT	0.32741	MSI	-0.0672488	0.394658	high	0.978117	0.32741	-0.0672488	-0.251281	-0.235586	15339
GSE26901	GSM662544	Gastric tumor tissue KS_063_T	MSS/TP53-	0.095071	MSS/TP53+	0.0857418	0.00932922	low	0.996937	-0.140325	0.0480405	0.095071	0.0857418	15339
GSE26901	GSM662545	Gastric tumor tissue KS_027_T	MSI	0.0849865	MSS/TP53+	0.0514899	0.0334966	low	0.998575	-0.0779954	0.0849865	-0.0196122	0.0514899	15339
GSE26901	GSM662546	Gastric tumor tissue KS_033_T	EMT	0.420387	MSI	-0.155877	0.576264	high	0.963815	0.420387	-0.155877	-0.201937	-0.357235	15339
GSE26901	GSM662547	Gastric tumor tissue KS_039_T	EMT	0.115794	MSS/TP53-	-0.0165864	0.13238	medium	0.997316	0.115794	-0.0699626	-0.0165864	-0.108139	15339
GSE26901	GSM662548	Gastric tumor tissue KS_043_T	MSS/TP53-	0.230381	MSS/TP53+	0.220386	0.00999544	low	0.985455	-0.301848	0.061249	0.230381	0.220386	15339
GSE26901	GSM662549	Gastric tumor tissue KS_085_T	EMT	0.0745054	MSI	-0.00990094	0.0844063	medium	0.998901	0.0745054	-0.00990094	-0.0708976	-0.0430046	15339
GSE26901	GSM662550	Gastric tumor tissue KS_087_T	EMT	0.267315	MSI	-0.0666769	0.333992	high	0.9861	0.267315	-0.0666769	-0.243641	-0.115351	15339
GSE26901	GSM662551	Gastric tumor tissue KS_093_T	MSS/TP53+	0.0422118	MSS/TP53-	0.0344019	0.00780991	low	0.998877	0.0334933	-0.0948422	0.0344019	0.0422118	15339
GSE26901	GSM662552	Gastric tumor tissue KS_099_T	MSS/TP53-	0.24993	MSS/TP53+	0.202224	0.0477061	low	0.978818	-0.412152	0.193836	0.24993	0.202224	15339
GSE26901	GSM662553	Gastric tumor tissue KS_165_T	MSI	0.0629246	MSS/TP53+	0.0595823	0.00334228	low	0.998902	-0.0383993	0.0629246	-0.0582974	0.0595823	15339
GSE26901	GSM662554	Gastric tumor tissue KS_007_T	MSS/TP53+	0.283178	MSS/TP53-	0.255103	0.0280751	low	0.976433	-0.423359	0.15745	0.255103	0.283178	15339
GSE26901	GSM662555	Gastric tumor tissue KS_017_T	EMT	0.457281	MSI	-0.172508	0.629789	high	0.958046	0.457281	-0.172508	-0.249196	-0.340163	15339
GSE26901	GSM662556	Gastric tumor tissue KS_025_T	MSI	0.461459	MSS/TP53-	0.131738	0.329721	high	0.964065	-0.466811	0.461459	0.131738	0.0262138	15339
GSE26901	GSM662557	Gastric tumor tissue KS_035_T	MSS/TP53+	0.152002	MSI	0.0884254	0.0635767	medium	0.995802	-0.141354	0.0884254	0.00297684	0.152002	15339
GSE26901	GSM662558	Gastric tumor tissue KS_171_T	MSS/TP53-	0.230982	MSI	0.0707841	0.160198	medium	0.990679	-0.230442	0.0707841	0.230982	0.0454229	15339
GSE26901	GSM662559	Gastric tumor tissue KS_193_T	EMT	0.46788	MSI	-0.178446	0.646326	high	0.955338	0.46788	-0.178446	-0.233594	-0.375944	15339
GSE26901	GSM662560	Gastric tumor tissue KS_197_T	MSI	0.0506687	EMT	0.0178235	0.0328451	low	0.999288	0.0178235	0.0506687	-0.0562133	-0.0458617	15339
GSE26901	GSM662561	Gastric tumor tissue KS_199_T	MSI	0.333497	MSS/TP53+	0.134439	0.199058	high	0.979238	-0.366461	0.333497	0.0601173	0.134439	15339
GSE26901	GSM662562	Gastric tumor tissue KS_205_T	EMT	0.442591	MSI	-0.199385	0.641976	high	0.961314	0.442591	-0.199385	-0.204784	-0.325665	15339
GSE26901	GSM662563	Gastric tumor tissue KS_217_T	MSS/TP53-	0.343916	MSI	0.0804216	0.263495	high	0.982114	-0.271522	0.0804216	0.343916	-0.0463152	15339
GSE26901	GSM662564	Gastric tumor tissue KS_005_T	MSI	0.268938	MSS/TP53+	0.19507	0.0738678	medium	0.977853	-0.423639	0.268938	0.182116	0.19507	15339
GSE26901	GSM662565	Gastric tumor tissue KS_013_T	MSS/TP53+	0.338731	MSS/TP53-	0.25463	0.0841005	medium	0.975421	-0.403404	0.101116	0.25463	0.338731	15339
